nimi_suomi,laji,laji_selite
Marjastajankuja,"1",Katu
Marjatantie,"1",Katu
Marjatie,"1",Katu
Markelininpolku,"1",Katu
Markkinatie,"1",Katu
Markunkuja,"1",Katu
Marmoritie,"1",Katu
Marsalkanpolku,"1",Katu
Marsalkantie,"1",Katu
Marsintie,"1",Katu
Marunakuja,"1",Katu
Maskuntie,"1",Katu
Mastokatu,"1",Katu
Mastokuja,"1",Katu
Masuunikuja,"1",Katu
Matkamiehenpolku,"1",Katu
Matkamiehentie,"1",Katu
Matosaarentie,"1",Katu
Matruusinkatu,"1",Katu
Maunulanmäki,"1",Katu
Maunulantie,"1",Katu
Maununnevankaari,"1",Katu
Maununnevankuja,"1",Katu
Maununnevantie,"1",Katu
Maurinkatu,"1",Katu
Maustetehtaankatu,"1",Katu
Mechelininkatu,"1",Katu
Mehiläistie,"1",Katu
Meijeritie,"1",Katu
Meilahdentie,"1",Katu
Mekaanikonkatu,"1",Katu
Melakuja,"1",Katu
Melatie,"1",Katu
Melkonkatu,"1",Katu
Melkonkuja,"1",Katu
Mellunmäentie,"1",Katu
Melojantie,"1",Katu
Melontakuja,"1",Katu
Merenkulkijankatu,"1",Katu
Merenkulkijankuja,"1",Katu
Merikannontie,"1",Katu
Merikapteenintie,"1",Katu
Merikasarminkatu,"1",Katu
Merikatu,"1",Katu
Merikorttikuja,"1",Katu
Merikorttitie,"1",Katu
Merilentoasemantie,"1",Katu
Merimiehenkatu,"1",Katu
Merimiehenkuja,"1",Katu
Meripellontie,"1",Katu
Meripihkatie,"1",Katu
Meripuistotie,"1",Katu
Merisatamanranta,"1",Katu
Merisotilaankatu,"1",Katu
Meritullinkatu,"1",Katu
Merkuriuksentie,"1",Katu
Mesaanikuja,"1",Katu
Mesaanipolku,"1",Katu
Mesenaatinkuja,"1",Katu
Mesenaatintie,"1",Katu
Mesikukankuja,"1",Katu
Mesipuu,"1",Katu
Messeniuksenkatu,"1",Katu
Messipoika,"1",Katu
Messipojankuja,"1",Katu
Messitytönkatu,"1",Katu
Messitytönkuja,"1",Katu
Mestarintie,"1",Katu
Meteorikuja,"1",Katu
Metrovarikonkuja,"1",Katu
Metsolantie,"1",Katu
Metsäläntie,"1",Katu
Metsänhoitajankatu,"1",Katu
Metsänvartijanpolku,"1",Katu
Metsäpuronkuja,"1",Katu
Metsäpurontie,"1",Katu
Metsätie,"1",Katu
Miekkapolku,"1",Katu
Mielikintie,"1",Katu
Miilumäenkuja,"1",Katu
Miilumäentie,"1",Katu
Miilutie,"1",Katu
Mikael Lybeckin katu,"1",Katu
Mikael Soinisen tie,"1",Katu
Mikkolankuja,"1",Katu
Mikkolantie,"1",Katu
Mikonkatu,"1",Katu
Mikroskooppikuja,"1",Katu
Minervankatu,"1",Katu
Minna Canthin katu,"1",Katu
Mittakuja,"1",Katu
Moisiontie,"1",Katu
Moreenitie,"1",Katu
Mottitie,"1",Katu
Muinaislinnantie,"1",Katu
Muinaistutkijantie,"1",Katu
Munkinpolku,"1",Katu
Munkkiniemen puistotie,"1",Katu
Munkkiniemenranta,"1",Katu
Munkkisaarenkatu,"1",Katu
Muonamiehentie,"1",Katu
Muotoilijankatu,"1",Katu
Muottikuja,"1",Katu
Murattitie,"1",Katu
Museokatu,"1",Katu
Mustalahdentie,"1",Katu
Mustanhalssinkuja,"1",Katu
Mustankivenkatu,"1",Katu
Mustanmäenkuja,"1",Katu
Mustanniemenkuja,"1",Katu
Mustanniemenrinne,"1",Katu
Mustanniementie,"1",Katu
Mustasaarenkuja,"1",Katu
Mustialankatu,"1",Katu
Mustikkamaantie,"1",Katu
Mustikkarinne,"1",Katu
Mustikkasuontie,"1",Katu
Muukalaiskatu,"1",Katu
Muuntajankatu,"1",Katu
Muuttolinnunkuja,"1",Katu
Muuttolinnuntie,"1",Katu
Myllykalliontie,"1",Katu
Myllymatkantie,"1",Katu
Myllynkiventie,"1",Katu
Myllypadontie,"1",Katu
Myllypellonpolku,"1",Katu
Myllypellontie,"1",Katu
Myllypurontie,"1",Katu
Myllytie,"1",Katu
Myllytuvantie,"1",Katu
Myllärintanhua,"1",Katu
Myllärintie,"1",Katu
Myrskyläntie,"1",Katu
Myrttitie,"1",Katu
Mäenalus,"1",Katu
Mäenharju,"1",Katu
Mäenlaskijantie,"1",Katu
Mäkelänkatu,"1",Katu
Mäkelänrinne,"1",Katu
Mäkikurpankuja,"1",Katu
Mäkipellonkuja,"1",Katu
Mäkipellontie,"1",Katu
Mäkiriihentie,"1",Katu
Mäkitorpankuja,"1",Katu
Mäkitorpanpolku,"1",Katu
Mäkitorpantie,"1",Katu
Männikkötie,"1",Katu
Mäntsäläntie,"1",Katu
Mäntylahdenkuja,"1",Katu
Mäntyniementie,"1",Katu
Mäntypaadentie,"1",Katu
Mäntytie,"1",Katu
Märssykuja,"1",Katu
Mätästie,"1",Katu
Mäyrätie,"1",Katu
N. A. Osaran kuja,"1",Katu
Naapurintie,"1",Katu
Naapuripellontie,"1",Katu
Nahkahousunkuja,"1",Katu
Nahkahousuntie,"1",Katu
Nallenmäenkuja,"1",Katu
Nallenmäenrinne,"1",Katu
Nallenmäentie,"1",Katu
Nallitie,"1",Katu
Napinvalajantie,"1",Katu
Naskalikuja,"1",Katu
Nastolantie,"1",Katu
Naulakallionkuja,"1",Katu
Naulakalliontie,"1",Katu
Nauriskuja,"1",Katu
Nauvontie,"1",Katu
Neitsytpolku,"1",Katu
Neitsytsaarentie,"1",Katu
Nelikkokuja,"1",Katu
Neljäs linja,"1",Katu
Nervanderinkatu,"1",Katu
Neulapadontie,"1",Katu
Neulastie,"1",Katu
Niemenmäenkuja,"1",Katu
Niemenmäentie,"1",Katu
Niemitie,"1",Katu
Niinimäentie,"1",Katu
Niittaajankatu,"1",Katu
Niittaajankuja,"1",Katu
Niittykulmantie,"1",Katu
Niittyluhdankuja,"1",Katu
Niittyluhdantie,"1",Katu
Niittylänpolku,"1",Katu
Niittyläntie,"1",Katu
Niittyrannankuja,"1",Katu
Niittyranta,"1",Katu
Niittyvillantie,"1",Katu
Niitynperäntie,"1",Katu
Nikonkuja,"1",Katu
Nils Westermarckin kuja,"1",Katu
Nilsiänkatu,"1",Katu
Nissaksentie,"1",Katu
Nokiantie,"1",Katu
Nordenskiöldinkatu,"1",Katu
Norkkokuja,"1",Katu
Norokuja,"1",Katu
Norotie,"1",Katu
Norrtäljentie,"1",Katu
Notkokuja,"1",Katu
Notkotie,"1",Katu
Nousiaistentie,"1",Katu
Nuijamiestenramppi,"1",Katu
Nuijamiestentie,"1",Katu
Nukarinkuja,"1",Katu
Nukarintie,"1",Katu
Nummikuja,"1",Katu
Nummitie,"1",Katu
Nuolitie,"1",Katu
Nuottaniementie,"1",Katu
Nuottapolku,"1",Katu
Nuppukuja,"1",Katu
Nurkkatie,"1",Katu
Nyyrikintie,"1",Katu
Näkinkuja,"1",Katu
Närekuja,"1",Katu
Näsinojankuja,"1",Katu
Näsinojantie,"1",Katu
Näyttelijäntie,"1",Katu
Näätäkuja,"1",Katu
Näätätie,"1",Katu
Ohjaajantie,"1",Katu
Ohjaskuja,"1",Katu
Ohrahuhdantie,"1",Katu
Ohralankuja,"1",Katu
Ohralantie,"1",Katu
Oikokatu,"1",Katu
Oinaankuja,"1",Katu
Oinaantie,"1",Katu
Ojamäentie,"1",Katu
Oksasenkatu,"1",Katu
Olavinlinnantie,"1",Katu
Olkilyhteentie,"1",Katu
Olkitie,"1",Katu
Ollilankuja,"1",Katu
Ollilantie,"1",Katu
Oltermannintie,"1",Katu
Omenamäenkatu,"1",Katu
Onkikuja,"1",Katu
Onnentie,"1",Katu
Operaattorinkatu,"1",Katu
Opettajankuja,"1",Katu
Opettajanpolku,"1",Katu
Oppipojankuja,"1",Katu
Oppipojantie,"1",Katu
Orakas,"1",Katu
Orapihlajakuja,"1",Katu
Orapihlajatie,"1",Katu
Oraspolku,"1",Katu
Oravatie,"1",Katu
Provianttikatu,"1",Katu
Puhuritie,"1",Katu
Puijonkatu,"1",Katu
Puikkari,"1",Katu
Puikkopolku,"1",Katu
Puikkotie,"1",Katu
Puistokaari,"1",Katu
Puistokatu,"1",Katu
Puistolan raitti,"1",Katu
Puistolantanhua,"1",Katu
Puistolantie,"1",Katu
Pukinmäenkaari,"1",Katu
Pukkilantie,"1",Katu
Pulttitie,"1",Katu
Punahilkantie,"1",Katu
Punakanelinkuja,"1",Katu
Punakiventie,"1",Katu
Punanotkonkatu,"1",Katu
Punapaadenkuja,"1",Katu
Punapaadentie,"1",Katu
Punatulkuntie,"1",Katu
Punatuvantie,"1",Katu
Punavuorenkatu,"1",Katu
Punttikuja,"1",Katu
Puolaharju,"1",Katu
Puolaharjunkuja,"1",Katu
Puolimatkanpolku,"1",Katu
Puolipäivänkatu,"1",Katu
Puotilan metrokatu,"1",Katu
Puotilantie,"1",Katu
Purjeentekijänkuja,"1",Katu
Purjehtijankuja,"1",Katu
Purjetie,"1",Katu
Purjetuulenkuja,"1",Katu
Purjetuulentie,"1",Katu
Puroniitynlaakso,"1",Katu
Puroniityntie,"1",Katu
Puronvarsi,"1",Katu
Purotie,"1",Katu
Purpurikuja,"1",Katu
Purserinkuja,"1",Katu
Pursimiehenkatu,"1",Katu
Pursipolku,"1",Katu
Putkitie,"1",Katu
Puunaulankuja,"1",Katu
Puunkaatajantie,"1",Katu
Puusepänkatu,"1",Katu
Puuskakuja,"1",Katu
Puuskaniementie,"1",Katu
Puuskarinne,"1",Katu
Puustellinrinne,"1",Katu
Puustellintie,"1",Katu
Puusuutarintie,"1",Katu
Pyhtääntie,"1",Katu
Pyhän Laurin tie,"1",Katu
Pykälätie,"1",Katu
Pyrytie,"1",Katu
Pyterlahdenkuja,"1",Katu
Pyynikintie,"1",Katu
Pyörökivenkuja,"1",Katu
Pyörökiventie,"1",Katu
Pyörörinne,"1",Katu
Pyötsaarenkuja,"1",Katu
Pähkinäsaarenkatu,"1",Katu
Pähkinätie,"1",Katu
Päijänteentie,"1",Katu
Päitsitie,"1",Katu
Päiväläisentie,"1",Katu
Päivänkukantie,"1",Katu
Päivänsalontie,"1",Katu
Päiväperhonpolku,"1",Katu
Päiväperhontie,"1",Katu
Päivärinnankatu,"1",Katu
Päivölänkuja,"1",Katu
Päivöläntie,"1",Katu
Pälkäneentie,"1",Katu
Pärnunkatu,"1",Katu
Pääskylahdentie,"1",Katu
Pääskylänkatu,"1",Katu
Pääskylänrinne,"1",Katu
Päästäisenkuja,"1",Katu
Päätie,"1",Katu
Raaseporintie,"1",Katu
Raatetie,"1",Katu
Raatimiehenkatu,"1",Katu
Radanrakentajantie,"1",Katu
Radiokatu,"1",Katu
Radiokuja,"1",Katu
Radioniementie,"1",Katu
Raekuja,"1",Katu
Raetie,"1",Katu
Rahakamarinkatu,"1",Katu
Rahapajankatu,"1",Katu
Rahkatie,"1",Katu
Rahtarinkatu,"1",Katu
Raidepolku,"1",Katu
Raisiontie,"1",Katu
Raitamaantie,"1",Katu
Raitamäenkuja,"1",Katu
Raitamäentie,"1",Katu
Raiviontie,"1",Katu
Rajametsäntie,"1",Katu
Rajapolku,"1",Katu
Rajasaarenpenger,"1",Katu
Rajasaarentie,"1",Katu
Rajatie,"1",Katu
Rajaveräjäntie,"1",Katu
Rakennusmestarintie,"1",Katu
Rakentajantie,"1",Katu
Rakovalkeantie,"1",Katu
Rakuunantie,"1",Katu
Ramsaynranta,"1",Katu
Ramsinniementie,"1",Katu
Ranckenintie,"1",Katu
Rannikkolaivurinkuja,"1",Katu
Rannikkolaivurintie,"1",Katu
Salomonkatu,"1",Katu
Salotie,"1",Katu
Salpausseläntie,"1",Katu
Samettikuja,"1",Katu
Sammalparrankuja,"1",Katu
Sammatintie,"1",Katu
Sammonkatu,"1",Katu
Sampsantie,"1",Katu
Sananjalankuja,"1",Katu
Sandelsinkatu,"1",Katu
Saniaiskuja,"1",Katu
Saniaistie,"1",Katu
Sanitäärinkatu,"1",Katu
Sankaritie,"1",Katu
Sankkikuja,"1",Katu
Santahaminantie,"1",Katu
Santakatu,"1",Katu
Santakuja,"1",Katu
Santavuorentie,"1",Katu
Santerlantie,"1",Katu
Sapilastie,"1",Katu
Saramäentie,"1",Katu
Sarastuskuja,"1",Katu
Sarastustie,"1",Katu
Sariolantie,"1",Katu
Sarkatie,"1",Katu
Sarsantie,"1",Katu
Sarvastonkaari,"1",Katu
Sarvastonkuja,"1",Katu
Satakielentie,"1",Katu
Satamakaari,"1",Katu
Satamakatu,"1",Katu
Satamaradankatu,"1",Katu
Satamasaarentie,"1",Katu
Sateenkaarenkuja,"1",Katu
Sateenkaarentie,"1",Katu
Satulasepäntie,"1",Katu
Satumaanpolku,"1",Katu
Saturnuksentie,"1",Katu
Saukonpaadenranta,"1",Katu
Saunakuja,"1",Katu
Saunalahdentie,"1",Katu
Saunatie,"1",Katu
Sauramatie,"1",Katu
Sauvontie,"1",Katu
Savelankuja,"1",Katu
Savelantie,"1",Katu
Savikiekontie,"1",Katu
Savilankatu,"1",Katu
Savitaipaleentie,"1",Katu
Savonkatu,"1",Katu
Schybergsonintie,"1",Katu
Seilorinkatu,"1",Katu
Selim Lindqvistin kuja,"1",Katu
Seljatie,"1",Katu
Selkämerenkatu,"1",Katu
Sellerikuja,"1",Katu
Sentnerikuja,"1",Katu
Rantakartanontie,"1",Katu
Rantakiventie,"1",Katu
Rantapolku,"1",Katu
Rantatöyry,"1",Katu
Rantavarastontie,"1",Katu
Rapakivenkuja,"1",Katu
Rapakiventie,"1",Katu
Rapolantie,"1",Katu
Rapparinkuja,"1",Katu
Rapparintie,"1",Katu
Rapuojantie,"1",Katu
Rasavilliuksenkuja,"1",Katu
Rasinkuja,"1",Katu
Rasintie,"1",Katu
Rasmuksenkuja,"1",Katu
Rasmuksentie,"1",Katu
Rastilantie,"1",Katu
Ratakatu,"1",Katu
Ratamestarinkatu,"1",Katu
Ratamopolku,"1",Katu
Ratapihantie,"1",Katu
Ratasmyllynkuja,"1",Katu
Ratasmyllyntie,"1",Katu
Ratavallintie,"1",Katu
Ratavartijankatu,"1",Katu
Rattitie,"1",Katu
Rauhankatu,"1",Katu
Raumantie,"1",Katu
Rauninkuja,"1",Katu
Raussintie,"1",Katu
Rautahatuntie,"1",Katu
Rautalammintie,"1",Katu
Rautapaidantie,"1",Katu
Rautatieläisenkatu,"1",Katu
Rautiontie,"1",Katu
Rautjärventie,"1",Katu
Reelinki,"1",Katu
Reginankuja,"1",Katu
Rehbinderintie,"1",Katu
Reiherintie,"1",Katu
Reijolankatu,"1",Katu
Reino Helismaan tie,"1",Katu
Reitkallinkuja,"1",Katu
Rekikuja,"1",Katu
Rekipellontie,"1",Katu
Rekitie,"1",Katu
Relanderinaukio,"1",Katu
Renvallinkuja,"1",Katu
Reposalmentie,"1",Katu
Repossaarentie,"1",Katu
Repovuorentie,"1",Katu
Reppukatu,"1",Katu
Reppukuja,"1",Katu
Resedatie,"1",Katu
Retkeilijänkatu,"1",Katu
Retkeilijänkuja,"1",Katu
Revontulentie,"1",Katu
Ribbingintie,"1",Katu
Rihlakuja,"1",Katu
Riihenkulma,"1",Katu
Riihikallionkuja,"1",Katu
Riihikallionpolku,"1",Katu
Riihikalliontie,"1",Katu
Riihipellonkuja,"1",Katu
Riihipellontie,"1",Katu
Riihitie,"1",Katu
Riimukuja,"1",Katu
Riimusauvantie,"1",Katu
Riistavuorenkuja,"1",Katu
Riitankuja,"1",Katu
Rikalantie,"1",Katu
Rikhard Nymanin tie,"1",Katu
Rikhardinkatu,"1",Katu
Rikunkuja,"1",Katu
Rimpisuontie,"1",Katu
Rinne,"1",Katu
Rintamasotilaantie,"1",Katu
Rintinpolku,"1",Katu
Ripekuja,"1",Katu
Ripetie,"1",Katu
Ripusuonpolku,"1",Katu
Ripusuontie,"1",Katu
Riskutie,"1",Katu
Ristikkokatu,"1",Katu
Ristimäenkuja,"1",Katu
Ristimäentie,"1",Katu
Ristipellontie,"1",Katu
Ristiretkeläistenkatu,"1",Katu
Risto Rytin kuja,"1",Katu
Risto Rytin tie,"1",Katu
Ristolantie,"1",Katu
Risupadontie,"1",Katu
Ritarikatu,"1",Katu
Ritokalliontie,"1",Katu
Ritvalankuja,"1",Katu
Ritvalantie,"1",Katu
Riukukuja,"1",Katu
Riukutie,"1",Katu
Robert Hermansonin tie,"1",Katu
Rohdinkuja,"1",Katu
Rohkatie,"1",Katu
Roihuvuorentie,"1",Katu
Roineentie,"1",Katu
Roomankatu,"1",Katu
Rousku,"1",Katu
Rudolfinkuja,"1",Katu
Rudolfintie,"1",Katu
Ruiskukantie,"1",Katu
Rukatunturintie,"1",Katu
Rukkilanrinne,"1",Katu
Rukkilantie,"1",Katu
Rukotie,"1",Katu
Rukoushuoneentie,"1",Katu
Runeberginkatu,"1",Katu
Runoilijanpolku,"1",Katu
Runonlaulajantie,"1",Katu
Runopolku,"1",Katu
Ruoholahdenkatu,"1",Katu
Ruoholahdenranta,"1",Katu
Ruohotie,"1",Katu
Ruonapolku,"1",Katu
Ruonasalmentie,"1",Katu
Ruorimiehentie,"1",Katu
Ruoritie,"1",Katu
Ruosilankuja,"1",Katu
Ruosilantie,"1",Katu
Ruotsinpyhtääntie,"1",Katu
Ruotsinsalmenkuja,"1",Katu
Ruotsinsalmentie,"1",Katu
Ruotumestarinkatu,"1",Katu
Ruotutorpankuja,"1",Katu
Ruotutorpantie,"1",Katu
Rusakkokuja,"1",Katu
Rusthollarinkuja,"1",Katu
Rusthollarintie,"1",Katu
Rusthollinpolku,"1",Katu
Ruukinlahdentie,"1",Katu
Ruusankatu,"1",Katu
Ruusulankatu,"1",Katu
Ruusuniementie,"1",Katu
Ruusutarhantie,"1",Katu
Ruutanakuja,"1",Katu
Ruutikuja,"1",Katu
Rykmentintie,"1",Katu
Rynnästie,"1",Katu
Rypsikuja,"1",Katu
Ryynikuja,"1",Katu
Ryytikuja,"1",Katu
Ryytimaankuja,"1",Katu
Ryytimaantie,"1",Katu
Rälssintie,"1",Katu
Ränkikuja,"1",Katu
Ränkitie,"1",Katu
Rödje-Fantsin tie,"1",Katu
Rörstrandinkatu,"1",Katu
Saanatunturintie,"1",Katu
Saarenkatu,"1",Katu
Saarenmaankatu,"1",Katu
Saarihuhdantie,"1",Katu
Saariniemenkatu,"1",Katu
Saariselänkuja,"1",Katu
Saariseläntie,"1",Katu
Saarnaajantie,"1",Katu
Saarnitie,"1",Katu
Saavikuja,"1",Katu
Sadetie,"1",Katu
Sahaajankatu,"1",Katu
Sahaajankuja,"1",Katu
Sahamyllyntie,"1",Katu
Sahatie,"1",Katu
Sahtikuja,"1",Katu
Saimaankatu,"1",Katu
Sakara,"1",Katu
Sakarinkatu,"1",Katu
Sakerintie,"1",Katu
Salakkakuja,"1",Katu
Salavakuja,"1",Katu
Salavatie,"1",Katu
Sallinkatu,"1",Katu
Salmisaarenkatu,"1",Katu
Salmisaarenranta,"1",Katu
Pensastie,"1",Katu
Penttalantie,"1",Katu
Penttiläntie,"1",Katu
Perhekuja,"1",Katu
Perhekunnantie,"1",Katu
Perhonkatu,"1",Katu
Perintökaarentie,"1",Katu
Perkiöntie,"1",Katu
Permanto,"1",Katu
Pernajantie,"1",Katu
Perttulantie,"1",Katu
Pertunpellontie,"1",Katu
Perustie,"1",Katu
Perämiehenkatu,"1",Katu
Peräsintie,"1",Katu
Pesäkuja,"1",Katu
Petaksenkuja,"1",Katu
Petaksentie,"1",Katu
Petter Wetterin tie,"1",Katu
Peukaloisentie,"1",Katu
Peuratie,"1",Katu
Pienen Villasaaren tie,"1",Katu
Pieni Roobertinkatu,"1",Katu
Piennar,"1",Katu
Pietari Hannikaisen tie,"1",Katu
Pietari Kalmin katu,"1",Katu
Pietarinkatu,"1",Katu
Pietiläntie,"1",Katu
Pihatie,"1",Katu
Pihkatie,"1",Katu
Pihlajamäentie,"1",Katu
Pihlajasaarenkatu,"1",Katu
Pihlajatie,"1",Katu
Pihlajistonkuja,"1",Katu
Pihlajistontie,"1",Katu
Piikinkuja,"1",Katu
Piikintie,"1",Katu
Piilikuja,"1",Katu
Piippuhylly,"1",Katu
Piispantie,"1",Katu
Pikajuoksijankuja,"1",Katu
Pikalähetintie,"1",Katu
Pikipolku,"1",Katu
Pikkalankatu,"1",Katu
Pikkaraiskuja,"1",Katu
Pikkaraispolku,"1",Katu
Pikkaraistie,"1",Katu
Pikku Satamakatu,"1",Katu
Pikkukoskentie,"1",Katu
Pikkumatintie,"1",Katu
Pikkupurontie,"1",Katu
Pikkusuonkuja,"1",Katu
Pikkusuontie,"1",Katu
Pilssikuja,"1",Katu
Pilvilinnankatu,"1",Katu
Pilvitie,"1",Katu
Pirjontie,"1",Katu
Pirkkolantie,"1",Katu
Pirttipolku,"1",Katu
Pitkämäentie,"1",Katu
Pitkänsillanranta,"1",Katu
Pituuspiiri,"1",Katu
Pitäjänmäentie,"1",Katu
Plutonkuja,"1",Katu
Pläsinpellonkuja,"1",Katu
Pohjanpellonkuja,"1",Katu
Pohjanpellontie,"1",Katu
Pohjantähdenkuja,"1",Katu
Pohjantähdentie,"1",Katu
Pohjavedenkatu,"1",Katu
Pohjavedenkuja,"1",Katu
Pohjavedenportti,"1",Katu
Pohjoinen Hesperiankatu,"1",Katu
Pohjoinen Makasiinikatu,"1",Katu
Pohjoinen Rautatiekatu,"1",Katu
Pohjoisesplanadi,"1",Katu
Pohjoishuhdankuja,"1",Katu
Pohjoiskaari,"1",Katu
Pohjoisniementie,"1",Katu
Pohjoisranta,"1",Katu
Pohjolankatu,"1",Katu
Poiju,"1",Katu
Poijukuja,"1",Katu
Poijutie,"1",Katu
Porekuja,"1",Katu
Porintie,"1",Katu
Porkkalankatu,"1",Katu
Pormestarinrinne,"1",Katu
Pornaistenkuja,"1",Katu
Porrastie,"1",Katu
Porslahdenkuja,"1",Katu
Porslahdentie,"1",Katu
Porthaninkatu,"1",Katu
Portimopolku,"1",Katu
Porttikuja,"1",Katu
Porttirinne,"1",Katu
Porttitie,"1",Katu
Porvarintie,"1",Katu
Porvoonkatu,"1",Katu
Posetiivarinkuja,"1",Katu
Posliinikatu,"1",Katu
Postintaival,"1",Katu
Poutamäentie,"1",Katu
Poutunkuja,"1",Katu
Poutuntie,"1",Katu
Prammikuja,"1",Katu
Prikikuja,"1",Katu
Prikitie,"1",Katu
Prinsessantie,"1",Katu
Prinssintie,"1",Katu
Professorintie,"1",Katu
Pronssitie,"1",Katu
Topiaksentie,"1",Katu
Torikatu,"1",Katu
Torivoudintie,"1",Katu
Torkkelinkatu,"1",Katu
Torkkelinkuja,"1",Katu
Torpparinmäentie,"1",Katu
Toukolankatu,"1",Katu
Traktoritie,"1",Katu
Trumpettikuja,"1",Katu
Trumpettitie,"1",Katu
Tuhkanummentie,"1",Katu
Tuhkimontie,"1",Katu
Tuhtotie,"1",Katu
Tuiskutie,"1",Katu
Tukholmankatu,"1",Katu
Tukkikuja,"1",Katu
Tukkipolku,"1",Katu
Tukkisillankuja,"1",Katu
Tukkisillantie,"1",Katu
Tukkitie,"1",Katu
Tulisuontie,"1",Katu
Tullikirjurinkuja,"1",Katu
Tullivuorenkuja,"1",Katu
Tullivuorentie,"1",Katu
Tulppakuja,"1",Katu
Tulppatie,"1",Katu
Tulustie,"1",Katu
Tulvaniityntie,"1",Katu
Tunnelitie,"1",Katu
Tunturikatu,"1",Katu
Tuohikoivuntie,"1",Katu
Tuohimäentie,"1",Katu
Tuohuskuja,"1",Katu
Tuohustie,"1",Katu
Tuomaankuja,"1",Katu
Tuomarinkyläntie,"1",Katu
Tuomipolku,"1",Katu
Tuonelankuja,"1",Katu
Tuoppikuja,"1",Katu
Tupasaarentie,"1",Katu
Tupavuori,"1",Katu
Turilaskuja,"1",Katu
Turkhaudantie,"1",Katu
Turkismiehenkuja,"1",Katu
Turkismiehentie,"1",Katu
Tursontie,"1",Katu
Turunlinnantie,"1",Katu
Turvapolku,"1",Katu
Turvekuja,"1",Katu
Tuubakuja,"1",Katu
Tuukkalankuja,"1",Katu
Tuukkalantie,"1",Katu
Tuulaspolku,"1",Katu
Tuulenpesänkuja,"1",Katu
Tuulenpesäntie,"1",Katu
Tuulilasintie,"1",Katu
Tuulimyllyntie,"1",Katu
Tuulitie,"1",Katu
Tykistökapteenintie,"1",Katu
Tykistönkatu,"1",Katu
Tyynelänkuja,"1",Katu
Tyynenmerenkatu,"1",Katu
Tyynylaavankuja,"1",Katu
Tyynylaavantie,"1",Katu
Työkunnankuja,"1",Katu
Työmiehenkatu,"1",Katu
Työnjohtajankatu,"1",Katu
Työpajankatu,"1",Katu
Tähkätie,"1",Katu
Tähtisilmänkuja,"1",Katu
Tähtitie,"1",Katu
Tähtitorninkatu,"1",Katu
Töllinmäki,"1",Katu
Töllinrinne,"1",Katu
Törmäkuja,"1",Katu
Töyrynummentie,"1",Katu
Töyrytie,"1",Katu
Töölönkatu,"1",Katu
Töölönlahdenkatu,"1",Katu
Töölöntorinkatu,"1",Katu
Töölöntullinkatu,"1",Katu
Uimarannantie,"1",Katu
Uimarinpolku,"1",Katu
Uiskokuja,"1",Katu
Uiskotie,"1",Katu
Uittamontie,"1",Katu
Ukkostie,"1",Katu
Ukkotuomarinkuja,"1",Katu
Ulappasaarentie,"1",Katu
Ullankatu,"1",Katu
Ullanlinnankatu,"1",Katu
Ulvilantie,"1",Katu
Ummeljoentie,"1",Katu
Umpiaidanpolku,"1",Katu
Unikkotie,"1",Katu
Unilukkarintie,"1",Katu
Unioninkatu,"1",Katu
Untamalankuja,"1",Katu
Untamalantie,"1",Katu
Untamontie,"1",Katu
Untuvaisenkuja,"1",Katu
Untuvaisentie,"1",Katu
Uotinmäenkuja,"1",Katu
Uotinmäentie,"1",Katu
Urakkakuja,"1",Katu
Urakkatie,"1",Katu
Uranuksentie,"1",Katu
Urheilukatu,"1",Katu
Urho Kekkosen katu,"1",Katu
Urkupillintie,"1",Katu
Urkurintie,"1",Katu
Urputie,"1",Katu
Usvatie,"1",Katu
Sepeteuksentie,"1",Katu
Sepänkatu,"1",Katu
Serkustentie,"1",Katu
Seulastenkuja,"1",Katu
Seulastentie,"1",Katu
Seulatie,"1",Katu
Seunalantie,"1",Katu
Seurasaarentie,"1",Katu
Shemeikankuja,"1",Katu
Siamintie,"1",Katu
Sibeliuksenkatu,"1",Katu
Sidekuja,"1",Katu
Sidetie,"1",Katu
Siemenkuja,"1",Katu
Sienikuja,"1",Katu
Sienitie,"1",Katu
Sihteerintie,"1",Katu
Sihtikuja,"1",Katu
Siilikuja,"1",Katu
Siilitie,"1",Katu
Siimakuja,"1",Katu
Silatie,"1",Katu
Silkinkutojankuja,"1",Katu
Silkkikuja,"1",Katu
Silkkitie,"1",Katu
Silkokuja,"1",Katu
Siltakylänkuja,"1",Katu
Siltakyläntie,"1",Katu
Siltasaarenkatu,"1",Katu
Siltasaarenkärki,"1",Katu
Siltatie,"1",Katu
Siltavoudinkuja,"1",Katu
Siltavoudintie,"1",Katu
Siltavuorenpenger,"1",Katu
Siltavuorenranta,"1",Katu
Simakuja,"1",Katu
Simeonintie,"1",Katu
Simonkatu,"1",Katu
Simppukarinkatu,"1",Katu
Simpukkakuja,"1",Katu
Simsiönkuja,"1",Katu
Sinebrychoffinkatu,"1",Katu
Sinivuokonpolku,"1",Katu
Sinivuorentie,"1",Katu
Sipoonkatu,"1",Katu
Sippolankuja,"1",Katu
Sirkkalankuja,"1",Katu
Sirkkalanmäki,"1",Katu
Sirkkalanpolku,"1",Katu
Sirrikuja,"1",Katu
Sisarustentie,"1",Katu
Sisselenkuja,"1",Katu
Sissosentie,"1",Katu
Sitrakuja,"1",Katu
Sitratie,"1",Katu
Siuntionkatu,"1",Katu
Sjöströmintie,"1",Katu
Skutholminkaari,"1",Katu
